tag_clean,semantic_category,semantic_match_reason,n_uses,n_movies,n_users,top_user_uses,top_user_share,pct_movies,idf,passes_statistical_filters,is_reliable_tag,hard_rejection_reason,semantic_rejection_reason,rejection_reason_statistical
starlet,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
stars,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
stormy night,,,12,12,2,11,0.9166666666666666,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
stretch limousine,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
student athlete,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
subterfuge,,,12,12,2,11,0.9166666666666666,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
suicide by jumping,,,12,12,2,11,0.9166666666666666,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
super technirama 70,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,person_name_like,
supernatural creature,,,12,12,2,11,0.9166666666666666,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
suspended by arms,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
swimming in underwear,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
swinging on a rope,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
taking notes,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
taming of the shrew,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
tan line,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
tape,,,12,12,2,11,0.9166666666666666,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
tarmac,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
tatami,,,12,12,2,10,0.8333333333333334,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
tear,,,12,12,3,9,0.75,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
tennis court,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
terrible soundtrack,,,12,12,3,10,0.8333333333333334,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
text on screen,,,12,12,2,11,0.9166666666666666,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
the falcon,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
theater audience,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
theatrical producer,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
thoughtmaybe,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
tied hands,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
timeframe 19th century,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
title appears in text,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
to see with rachel,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
transport of prisoners,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
trickery,,,12,12,3,10,0.8333333333333334,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
truck accident,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
typing,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
unfaithful girlfriend,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
uninvited guest,,,12,12,2,11,0.9166666666666666,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
verbal abuse,,,12,12,2,11,0.9166666666666666,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
vibrator,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
viggo mortensen/christina ricci,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
vignette,,,12,12,4,9,0.75,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
vision of the future,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
waking up naked,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
walther ppk,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
war ship,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
war zone,,,12,12,3,10,0.8333333333333334,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
washed up star,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
wine bottle,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
wizard of oz,,,12,12,5,8,0.6666666666666666,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
woman murders a woman,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
woman wears a nightgown,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
woman wears panties,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
world war one veteran,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
writing on a wall,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
wrongfully accused,,,12,12,3,10,0.8333333333333334,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year 1936,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year 1938,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year 1966,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year 1967,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year 1972,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year 1985,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year 1986,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year 1988,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year 1993,,,12,12,2,9,0.75,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year 1999,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year 2012,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year 2019,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
year in title,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
yearbook,,,12,12,2,11,0.9166666666666666,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
zodiac sign,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
zombie invasion,,,12,12,1,12,1.0,0.0005572582892170521,8.412485440026675,False,False,,semantic_category_missing,
thoughtful sci-fi,,,305,11,279,4,0.013114754098360656,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
cryptography,,,199,11,180,6,0.03015075376884422,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
joss whedon,,,171,11,123,4,0.023391812865497075,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
single shot,,,157,11,150,2,0.012738853503184714,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
alone in the world,,,138,11,122,3,0.021739130434782608,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
jason segel,,,109,11,79,6,0.05504587155963303,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
stage magic,,,103,11,77,10,0.0970873786407767,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
jedi,,,94,11,72,10,0.10638297872340426,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
tina fey,,,94,11,77,3,0.031914893617021274,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
scifi cult,,,93,11,80,7,0.07526881720430108,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
minions,,,75,11,52,9,0.12,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
ang lee,,,73,11,57,4,0.0547945205479452,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
danny boyle,,,73,11,52,6,0.0821917808219178,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
paul verhoeven,,,73,11,51,8,0.1095890410958904,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
julie andrews,,,72,11,54,3,0.041666666666666664,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
mary elizabeth winstead,,,71,11,57,4,0.056338028169014086,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
roger moore,,,71,11,26,8,0.11267605633802817,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
anti-authoritarian,,,69,11,61,4,0.057971014492753624,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
neo-nazis,,,69,11,64,3,0.043478260869565216,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
gay stereotypes,,,68,11,56,3,0.04411764705882353,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
body enhancement,,,65,11,55,11,0.16923076923076924,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
john krasinski,,,65,11,49,5,0.07692307692307693,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
jim henson,,,61,11,38,7,0.11475409836065574,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
female heroine,,,60,11,52,3,0.05,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
paul walker,,,58,11,39,5,0.08620689655172414,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
emma roberts,,,57,11,44,4,0.07017543859649122,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
bounty hunters,,,56,11,50,3,0.05357142857142857,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
geena davis,,,56,11,47,3,0.05357142857142857,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
kevin hart,,,56,11,43,6,0.10714285714285714,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
statistics,,,55,11,46,8,0.14545454545454545,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
mystic warriors,,,54,11,32,10,0.18518518518518517,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
extraterrestrial life,,,53,11,43,6,0.11320754716981132,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
brendan gleeson,,,52,11,44,4,0.07692307692307693,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
kate hudson,,,52,11,45,3,0.057692307692307696,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
rooney mara,,,52,11,45,3,0.057692307692307696,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
brittany murphy,,,51,11,37,4,0.0784313725490196,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
jason vorhees,,,51,11,14,9,0.17647058823529413,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
orcs,,,51,11,39,8,0.1568627450980392,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
child killing,,,49,11,44,2,0.04081632653061224,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
king kong,,,49,11,32,7,0.14285714285714285,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
weak third act,,,48,11,39,4,0.08333333333333333,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
social comentary,,,46,11,39,7,0.15217391304347827,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
apes,,,45,11,40,2,0.044444444444444446,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
flawed characters,,,45,11,40,3,0.06666666666666667,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
frank capra,,,45,11,31,5,0.1111111111111111,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
holy grail,,,45,11,35,9,0.2,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
classic comedy,,,44,11,39,2,0.045454545454545456,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
retro-futuristic,,,43,11,36,3,0.06976744186046512,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
believable,,,42,11,39,2,0.047619047619047616,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
kim basinger,,,42,11,37,2,0.047619047619047616,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
nicholas sparks,,,42,11,21,11,0.2619047619047619,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
freddy krueger,,,40,11,23,9,0.225,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
octavia spencer,,,40,11,30,3,0.075,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
federico fellini,,,39,11,26,7,0.1794871794871795,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
rock opera,,,39,11,27,6,0.15384615384615385,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
timothy dalton,,,39,11,27,6,0.15384615384615385,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
trolls,,,39,11,35,3,0.07692307692307693,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
whitewash,,,39,11,30,5,0.1282051282051282,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
david duchovny,,,37,11,31,3,0.08108108108108109,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
minimal dialogue,,,37,11,27,4,0.10810810810810811,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
patricia arquette,,,37,11,31,4,0.10810810810810811,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
apollo 11,,,36,11,25,3,0.08333333333333333,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
bob hoskins,,,36,11,28,3,0.08333333333333333,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
george carlin,,,36,11,24,5,0.1388888888888889,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
legal thriller,,,36,11,25,5,0.1388888888888889,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
lions,,,36,11,30,4,0.1111111111111111,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
metafilm,,,36,11,32,3,0.08333333333333333,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
3d version,,,35,11,31,2,0.05714285714285714,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
faye dunaway,,,35,11,32,2,0.05714285714285714,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
jedi knight,,,35,11,25,9,0.2571428571428571,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
overdramatic,,,35,11,33,2,0.05714285714285714,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
wim wenders,,,35,11,32,2,0.05714285714285714,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
action scenes,,,34,11,30,4,0.11764705882352941,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
michael myers,,,34,11,14,8,0.23529411764705882,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
puzzling,,,34,11,31,2,0.058823529411764705,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
doping,,,32,11,23,9,0.28125,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
interspecies sex,,,32,11,26,7,0.21875,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
kkk,,,32,11,26,5,0.15625,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
stephen sondheim,,,32,11,18,8,0.25,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
chiwetel ejiofor,,,31,11,25,3,0.0967741935483871,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
emile hirsch,,,31,11,26,4,0.12903225806451613,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
oscar wilde,,,31,11,19,5,0.16129032258064516,0.0005108200984489644,8.49252814770021,False,False,award,,
richard burton,,,31,11,22,4,0.12903225806451613,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
suspensful,,,31,11,26,5,0.16129032258064516,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
colours,,,30,11,25,3,0.1,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
james caan,,,30,11,28,2,0.06666666666666667,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
leslie mann,,,30,11,23,5,0.16666666666666666,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
monotonous,,,30,11,30,1,0.03333333333333333,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
family comedy,,,29,11,26,3,0.10344827586206896,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
groundbreaking,,,29,11,27,3,0.10344827586206896,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
lynch,,,29,11,23,4,0.13793103448275862,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
rocky,,,29,11,24,4,0.13793103448275862,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
servants,,,29,11,22,4,0.13793103448275862,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
somalia,,,29,11,17,9,0.3103448275862069,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
catacombs,,,28,11,20,8,0.2857142857142857,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
emily watson,,,28,11,23,3,0.10714285714285714,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
gun control,,,28,11,20,7,0.25,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
hank azaria,,,28,11,21,4,0.14285714285714285,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
harvard,,,28,11,22,4,0.14285714285714285,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
joe dante,,,28,11,18,5,0.17857142857142858,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
nudity (animated),,,28,11,16,11,0.39285714285714285,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
dance movie,,,26,11,22,3,0.11538461538461539,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
nordic,,,26,11,21,3,0.11538461538461539,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
oscar (best art direction),,,26,11,13,10,0.38461538461538464,0.0005108200984489644,8.49252814770021,False,False,award,,
based on anime,,,25,11,17,8,0.32,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
blind person,,,25,11,16,5,0.2,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
genetic experiment,,,25,11,16,6,0.24,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
little red riding hood,,,25,11,17,8,0.32,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
pranks,,,25,11,21,2,0.08,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
research station,,,25,11,15,10,0.4,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
the force,,,25,11,16,10,0.4,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
time dilation,,,25,11,17,9,0.36,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
good actors,,,24,11,23,2,0.08333333333333333,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
nightmarish,,,24,11,19,4,0.16666666666666666,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
personality disorder,,,24,11,20,5,0.20833333333333334,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
techno,,,24,11,19,6,0.25,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
accurate,,,23,11,20,2,0.08695652173913043,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
black history,,,23,11,20,2,0.08695652173913043,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
chase scenes,,,23,11,21,3,0.13043478260869565,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
elephants,,,23,11,21,2,0.08695652173913043,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
hot girls!,,,23,11,18,3,0.13043478260869565,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
indigenous people,,,23,11,19,5,0.21739130434782608,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
isabelle huppert,,,23,11,15,6,0.2608695652173913,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
lesbian sex scene,,,23,11,17,4,0.17391304347826086,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
michael sheen,,,23,11,18,3,0.13043478260869565,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
ouija,,,23,11,11,9,0.391304347826087,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
purpose,,,23,11,16,5,0.21739130434782608,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
serendipity,,,23,11,15,8,0.34782608695652173,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
sled dogs,,,23,11,13,5,0.21739130434782608,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
ealing studios,,,22,11,10,5,0.22727272727272727,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
fresh,,,22,11,22,1,0.045454545454545456,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
james woods,,,22,11,20,2,0.09090909090909091,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
liev schreiber,,,22,11,20,2,0.09090909090909091,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
mumbai,,,22,11,15,3,0.13636363636363635,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
nicholas hoult,,,22,11,18,2,0.09090909090909091,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
painful,,,22,11,20,2,0.09090909090909091,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
sequel with nothing new,,,22,11,16,5,0.22727272727272727,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
age gap,,,21,11,18,3,0.14285714285714285,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
alan silvestri,,,21,11,10,8,0.38095238095238093,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
body snatcher,,,21,11,15,4,0.19047619047619047,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
bodybuilding,,,21,11,10,7,0.3333333333333333,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
eye-opening,,,21,11,17,3,0.14285714285714285,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
leatherface,,,21,11,10,10,0.47619047619047616,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
richard harris,,,21,11,14,3,0.14285714285714285,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
sustainability,,,21,11,18,3,0.14285714285714285,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
drill instructor,,,20,11,12,8,0.4,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
elder care,,,20,11,18,3,0.15,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
labor unions,,,20,11,13,6,0.3,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
oscar nominated,,,20,11,17,3,0.15,0.0005108200984489644,8.49252814770021,False,False,award,,
parapsychology,,,20,11,13,8,0.4,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
really bad,,,20,11,16,4,0.2,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
ryan phillippe,,,20,11,19,2,0.1,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
stutter,,,20,11,11,6,0.3,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
tender,,,20,11,18,2,0.1,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
academy award winner,,,19,11,15,3,0.15789473684210525,0.0005108200984489644,8.49252814770021,False,False,award,,
blog,,,19,11,10,9,0.47368421052631576,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
brainless,,,19,11,18,2,0.10526315789473684,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
freudian,,,19,11,12,8,0.42105263157894735,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
harry dean stanton,,,19,11,17,3,0.15789473684210525,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
snl,,,19,11,13,4,0.21052631578947367,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
stunt double,,,19,11,10,10,0.5263157894736842,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
veganism,,,19,11,14,5,0.2631578947368421,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
wistful melancholia,,,19,11,9,11,0.5789473684210527,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
akshay kumar,,,18,11,5,10,0.5555555555555556,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
comanche,,,18,11,9,8,0.4444444444444444,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
dave chappelle,,,18,11,14,3,0.16666666666666666,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
empire state building,,,18,11,12,7,0.3888888888888889,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
judy greer,,,18,11,17,2,0.1111111111111111,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
kennedy assassination,,,18,11,9,9,0.5,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
navy seal,,,18,11,5,11,0.6111111111111112,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
new beginning,,,18,11,9,10,0.5555555555555556,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
oscar nominee: art direction,,,18,11,7,11,0.6111111111111112,0.0005108200984489644,8.49252814770021,False,False,award,,
overly dramatic,,,18,11,14,3,0.16666666666666666,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
possesion,,,18,11,11,6,0.3333333333333333,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
queen victoria,,,18,11,10,9,0.5,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
shakespeare adaptation,,,18,11,16,2,0.1111111111111111,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
bolivia,,,17,11,8,9,0.5294117647058824,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
burt reynolds,,,17,11,16,2,0.11764705882352941,0.0005108200984489644,8.49252814770021,False,False,,person_name_like,
crowdfunded,,,17,11,10,5,0.29411764705882354,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
dynasty,,,17,11,9,9,0.5294117647058824,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
illuminati,,,17,11,10,8,0.47058823529411764,0.0005108200984489644,8.49252814770021,False,False,,semantic_category_missing,
