movieId,title,genres,year,title_clean,rating_mean,rating_count,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
73416,"Birdsong (Cant dels ocells, El) (2008)",Drama,2008.0,"Birdsong (Cant dels ocells, El)",3.375,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73447,I Live My Life (1935),Comedy|Romance,1935.0,I Live My Life,2.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73449,"V.I.P.s, The (1963)",Drama,1963.0,"V.I.P.s, The",2.676470588235294,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73453,One Shot (2004),Documentary,2004.0,One Shot,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73457,Flavor of Green Tea Over Rice (Ochazuke no aji) (1952),Drama,1952.0,Flavor of Green Tea Over Rice (Ochazuke no aji),3.5833333333333335,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73460,Louie Bluie (1985),Documentary,1985.0,Louie Bluie,3.9210526315789473,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73462,Ernest Goes to School (1994),Children|Comedy|Drama,1994.0,Ernest Goes to School,2.2974683544303796,79,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73469,Mr. Warmth: The Don Rickles Project (2007),Documentary,2007.0,Mr. Warmth: The Don Rickles Project,3.5,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73472,Shooting War (2000),Documentary,2000.0,Shooting War,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73475,Semper Fi (2001),Action|Drama,2001.0,Semper Fi,2.5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73480,Gretchen the Greenhorn (1916),Crime|Drama|Romance,1916.0,Gretchen the Greenhorn,2.8333333333333335,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
73488,Blood: The Last Vampire (2009),Action|Horror|Thriller,2009.0,Blood: The Last Vampire,2.753012048192771,166,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
73492,Liverpool (2008),Drama,2008.0,Liverpool,3.5,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73494,Theodora Goes Wild (1936),Comedy|Romance,1936.0,Theodora Goes Wild,3.460526315789474,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73499,MacGyver: Lost Treasure of Atlantis (1994),Action|Adventure,1994.0,MacGyver: Lost Treasure of Atlantis,2.986842105263158,38,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73501,Pekka ja Pätkä Suezilla (1958),Comedy,1958.0,Pekka ja Pätkä Suezilla,2.638888888888889,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73504,"Duchess of Langeais, The (a.k.a. Don't Touch the Axe) (Ne touchez pas la hache) (2007)",Drama|Romance,2007.0,"Duchess of Langeais, The (a.k.a. Don't Touch the Axe) (Ne touchez pas la hache)",3.4375,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73511,Horsemen (2009),Crime|Drama|Horror|Mystery|Thriller,2009.0,Horsemen,2.7275449101796405,167,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
73513,"Swades: We, the People (Our Country) (2004)",Drama,2004.0,"Swades: We, the People (Our Country)",3.7854330708661417,254,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73515,Bart Got a Room (2008),Comedy|Romance,2008.0,Bart Got a Room,2.956896551724138,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73523,Jerichow (2008),Drama,2008.0,Jerichow,3.548780487804878,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73526,"Matter of Dignity, A (To teleftaio psema) (1957)",Drama,1957.0,"Matter of Dignity, A (To teleftaio psema)",3.75,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73529,God’s Wedding (As Bodas de Deus) (1999),Comedy,1999.0,God’s Wedding (As Bodas de Deus),3.75,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73531,"Last of England, The (1988)",Drama,1988.0,"Last of England, The",3.2666666666666666,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73533,Harmful Insect (Gaichu) (2001),Drama,2001.0,Harmful Insect (Gaichu),3.3333333333333335,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73569,Project A 2 ('A' gai wak juk jap) (1987),Action|Comedy|Crime,1987.0,Project A 2 ('A' gai wak juk jap),3.688073394495413,109,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73572,"My Son, My Son, What Have Ye Done (2009)",Drama|Horror,2009.0,"My Son, My Son, What Have Ye Done",3.1792452830188678,159,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
73581,Fire-Eater (Tulennielijä) (1998),Drama,1998.0,Fire-Eater (Tulennielijä),3.8,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73587,Soul Kitchen (2009),Comedy,2009.0,Soul Kitchen,3.6666666666666665,498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73590,Quiet Chaos (Caos calmo) (2008),Drama|Romance,2008.0,Quiet Chaos (Caos calmo),3.193548387096774,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73608,Heat (1972),Comedy|Drama|Romance,1972.0,Heat,3.712121212121212,99,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73614,"Devil, Probably, The (Diable probablement, Le) (1977)",Crime|Drama,1977.0,"Devil, Probably, The (Diable probablement, Le)",3.7285714285714286,70,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
73630,One Way Passage (1932),Drama|Romance,1932.0,One Way Passage,3.480769230769231,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73641,"House on Sorority Row, The (1983)",Horror|Mystery|Thriller,1983.0,"House on Sorority Row, The",2.918032786885246,61,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
73664,Dragon Hunters (Chasseurs de dragons) (2008),Adventure|Animation|Children,2008.0,Dragon Hunters (Chasseurs de dragons),3.237012987012987,154,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73668,"27 Club, The (2008)",Drama,2008.0,"27 Club, The",3.2142857142857144,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73678,Year of the Comet (1992),Action|Adventure|Comedy|Romance,1992.0,Year of the Comet,2.982142857142857,28,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73681,"Concert, Le (2009)",Comedy|Drama,2009.0,"Concert, Le",3.6464088397790055,181,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73708,Macheads (2009),Documentary,2009.0,Macheads,2.375,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73710,Welcome to Macintosh (2008),Documentary,2008.0,Welcome to Macintosh,3.1176470588235294,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73713,"Butterfly, The (Papillon, Le) (2002)",Comedy|Drama,2002.0,"Butterfly, The (Papillon, Le)",3.75,84,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73718,"Other Man, The (2008)",Drama,2008.0,"Other Man, The",2.691780821917808,73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73730,Wrong Turn at Tahoe (2009),Action|Crime|Thriller,2009.0,Wrong Turn at Tahoe,3.0428571428571427,35,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
73741,Ninja (2009),Action|Crime|Drama|Thriller,2009.0,Ninja,2.6333333333333333,90,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
73744,If You Love (Jos rakastat) (2010),Drama|Musical|Romance,2010.0,If You Love (Jos rakastat),2.75,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
73754,"Queen and I, The (Drottningen och jag) (2008)",Documentary,2008.0,"Queen and I, The (Drottningen och jag)",3.4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73772,"Long Day Closes, The (1992)",Drama,1992.0,"Long Day Closes, The",3.7115384615384617,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73774,The Baker's Wife (1938),Comedy|Drama,1938.0,The Baker's Wife,3.289473684210526,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73776,Fighter (2007),Action|Drama|Romance,2007.0,Fighter,3.4565217391304346,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73778,"Story of a Cheat, The (Roman d'un tricheur, Le) (1936)",Comedy,1936.0,"Story of a Cheat, The (Roman d'un tricheur, Le)",3.1363636363636362,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73780,"Golden Thread, The (Subarnarekha) (1965)",Drama,1965.0,"Golden Thread, The (Subarnarekha)",3.2777777777777777,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73782,Love Story (1943),Drama,1943.0,Love Story,2.625,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73790,Kid Galahad (1937),Crime|Drama|Romance,1937.0,Kid Galahad,3.361111111111111,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
73804,Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),Adventure|Children|Comedy|Fantasy,2008.0,Asterix at the Olympic Games (Astérix aux jeux olympiques),2.6217532467532467,308,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73808,"Chaser, The (Chugyeogja) (2008)",Crime|Drama|Thriller,2008.0,"Chaser, The (Chugyeogja)",3.900520833333333,960,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
73813,Flock of Dodos: The Evolution-Intelligent Design Circus (2006),Documentary,2006.0,Flock of Dodos: The Evolution-Intelligent Design Circus,3.5,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73818,My Sex Life... or How I Got Into an Argument (Comment je me suis disputé... (ma vie sexuelle)) (1996),Comedy|Drama|Romance,1996.0,My Sex Life... or How I Got Into an Argument (Comment je me suis disputé... (ma vie sexuelle)),3.730769230769231,26,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73820,Hannah Takes the Stairs (2007),Drama,2007.0,Hannah Takes the Stairs,2.88,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73822,Meantime (1984),Comedy|Drama,1984.0,Meantime,3.607843137254902,51,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73824,Abigail's Party (1977),Drama,1977.0,Abigail's Party,3.763157894736842,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73826,Violence at Noon (Hakuchu no torima) (1966),Drama,1966.0,Violence at Noon (Hakuchu no torima),3.6818181818181817,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73829,Mega Shark vs. Giant Octopus (2009),Action|Horror,2009.0,Mega Shark vs. Giant Octopus,1.644927536231884,138,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73831,Mall Girls (Galerianki) (2009),Drama,2009.0,Mall Girls (Galerianki),2.75,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73851,Dr. Otto and the Riddle of the Gloom Beam (1986),Comedy,1986.0,Dr. Otto and the Riddle of the Gloom Beam,3.357142857142857,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73854,"Rudolph, the Red-Nosed Reindeer (1964)",Adventure|Animation|Children|Fantasy|Musical,1964.0,"Rudolph, the Red-Nosed Reindeer",3.5760233918128654,855,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
73858,"Dennis the Menace Christmas, A (2007)",Comedy,2007.0,"Dennis the Menace Christmas, A",1.6818181818181819,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73860,Nowhere Boy (2009),Drama,2009.0,Nowhere Boy,3.4830246913580245,324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73862,Note by Note: The Making of Steinway L1037 (2007),Documentary,2007.0,Note by Note: The Making of Steinway L1037,3.8214285714285716,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73868,Garbage Warrior (2007),Documentary,2007.0,Garbage Warrior,3.826923076923077,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73870,"Thaw, The (2009)",Horror|Sci-Fi|Thriller,2009.0,"Thaw, The",2.6923076923076925,117,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
73872,"Living Room of the Nation, The (Kansakunnan olohuone) (2009)",Documentary,2009.0,"Living Room of the Nation, The (Kansakunnan olohuone)",3.95,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73879,Motocrossed (2001),Action|Children|Comedy|Romance,2001.0,Motocrossed,2.830188679245283,53,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73881,3 Idiots (2009),Comedy|Drama|Romance,2009.0,3 Idiots,3.9715882626921286,2147,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73885,Troubled Water (DeUsynlige) (2008),Drama|Thriller,2008.0,Troubled Water (DeUsynlige),3.7142857142857144,63,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
73900,Hum Tum (2004),Comedy|Drama|Musical|Romance,2004.0,Hum Tum,3.492424242424242,66,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
73912,Genevieve (1953),Comedy,1953.0,Genevieve,2.892857142857143,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73914,Sometimes a Great Notion (1970),Action|Adventure|Drama,1970.0,Sometimes a Great Notion,3.2093023255813953,43,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73919,The Escape (1978),Comedy,1978.0,The Escape,3.75,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73929,Legion (2010),Action|Fantasy|Horror|Thriller,2010.0,Legion,2.6370833333333334,1200,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
73954,Air Force (1943),Action|Drama|War,1943.0,Air Force,3.0555555555555554,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
73967,Coquette (1929),Drama,1929.0,Coquette,2.3181818181818183,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73978,Unconquered (1947),Adventure|Drama|Romance|Western,1947.0,Unconquered,3.5,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
73981,Man Hunt (1941),Crime|Drama|Thriller,1941.0,Man Hunt,3.298076923076923,52,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
73983,"Maid, The (Nana, La) (2009)",Drama,2009.0,"Maid, The (Nana, La)",3.605769230769231,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73987,"Oil, the Baby and the Transylvanians, The (Pruncul, petrolul si Ardelenii) (1981)",Comedy|Western,1981.0,"Oil, the Baby and the Transylvanians, The (Pruncul, petrolul si Ardelenii)",3.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73989,Defenseless (1991),Thriller,1991.0,Defenseless,2.625,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74014,Silent Wedding (Nunta Muta) (2008),Comedy|Drama,2008.0,Silent Wedding (Nunta Muta),3.578125,32,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74017,"Fine Mess, A (1986)",Comedy,1986.0,"Fine Mess, A",2.7857142857142856,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74056,Thomas Pynchon: A Journey into the Mind of P. (2001),Documentary,2001.0,Thomas Pynchon: A Journey into the Mind of P.,3.3333333333333335,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74061,Rahtree: Flower of the Night (Buppha Rahtree) (2003),Comedy|Drama|Horror|Thriller,2003.0,Rahtree: Flower of the Night (Buppha Rahtree),3.0833333333333335,6,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
74064,Beautiful (2009),Drama|Thriller,2009.0,Beautiful,3.2857142857142856,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
74089,Peter Pan (1960),Children|Fantasy|Musical,1960.0,Peter Pan,3.56,175,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
74095,Wicked City (Yôjû toshi) (1987),Animation|Fantasy|Horror|Sci-Fi,1987.0,Wicked City (Yôjû toshi),3.2925925925925927,135,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
74097,Cabiria (1914),Adventure|Drama|War,1914.0,Cabiria,3.05,30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74099,Virginia City (1940),Action|Drama|Romance|Western,1940.0,Virginia City,3.5357142857142856,14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
74107,Together Again (1944),Comedy,1944.0,Together Again,3.125,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74109,If You Could Only Cook (1935),Comedy|Romance,1935.0,If You Could Only Cook,3.533333333333333,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74111,Arn: The Kingdom at Road's End (Arn: Riket vid vägens slut) (2008),Action|Adventure|Drama|Romance|War,2008.0,Arn: The Kingdom at Road's End (Arn: Riket vid vägens slut),3.3136363636363635,110,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
74113,Japan's Longest Day (Nihon no ichiban nagai hi) (1967),Drama|War,1967.0,Japan's Longest Day (Nihon no ichiban nagai hi),3.75,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74115,Dante's Inferno Animated (2010),Action|Animation|Fantasy,2010.0,Dante's Inferno Animated,2.858695652173913,46,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74127,Shriek of the Mutilated (1974),Horror,1974.0,Shriek of the Mutilated,2.2222222222222223,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74129,Four Eyed Monsters (2005),Comedy|Drama|Fantasy|Romance,2005.0,Four Eyed Monsters,3.323529411764706,17,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
74131,Extraordinary Measures (2010),Drama,2010.0,Extraordinary Measures,3.0943396226415096,159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74135,Backwood Philosopher (Havukka-ahon ajattelija) (2009),Comedy|Drama,2009.0,Backwood Philosopher (Havukka-ahon ajattelija),3.4761904761904763,21,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74137,Too Many Husbands (1940),Comedy|Romance,1940.0,Too Many Husbands,3.0833333333333335,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74139,"Red Baron, The (Der rote Baron) (2008)",Action|Drama|Romance|War,2008.0,"Red Baron, The (Der rote Baron)",3.294736842105263,95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
74141,"Holy Innocents, The (Santos inocentes, Los) (1984)",Drama,1984.0,"Holy Innocents, The (Santos inocentes, Los)",3.2058823529411766,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74144,Crime and Punishment (1935),Drama,1935.0,Crime and Punishment,3.03125,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74148,More Than a Game (2008),Documentary,2008.0,More Than a Game,3.790909090909091,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74150,Falling Up (2009),Comedy|Drama|Romance,2009.0,Falling Up,2.7941176470588234,34,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
74152,Zach Galifianakis: Live at the Purple Onion (2006),Comedy|Documentary,2006.0,Zach Galifianakis: Live at the Purple Onion,3.6733870967741935,372,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74154,When in Rome (2010),Comedy|Romance,2010.0,When in Rome,3.017730496453901,846,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74156,Edge of Darkness (2010),Drama|Thriller,2010.0,Edge of Darkness,3.192218350754936,861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
74159,Ethan Mao (2004),Drama|Thriller,2004.0,Ethan Mao,2.9,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
74161,Charlie Chan in Shanghai (1935),Comedy|Crime|Mystery|Thriller,1935.0,Charlie Chan in Shanghai,2.772727272727273,11,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
74164,"Hands of Orlac, The (Orlacs Hände) (1924)",Crime|Horror,1924.0,"Hands of Orlac, The (Orlacs Hände)",3.3260869565217392,46,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
74204,Mad Detective (Sun taam) (2007),Action|Crime|Thriller,2007.0,Mad Detective (Sun taam),3.5517241379310347,116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
74226,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama,1992.0,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El)",3.347826086956522,23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
74228,Triangle (2009),Drama|Horror|Mystery|Thriller,2009.0,Triangle,3.644901144640999,1922,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
74230,"Perfect Circle, The (Savrseni krug) (1997)",Drama|War,1997.0,"Perfect Circle, The (Savrseni krug)",3.625,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74255,Rampage (1987),Thriller,1987.0,Rampage,2.4375,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74257,"Ambulance, The (1990)",Thriller,1990.0,"Ambulance, The",2.85,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74261,Cimarron (1960),Drama|Western,1960.0,Cimarron,2.892857142857143,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
74263,Dangerous (1935),Drama,1935.0,Dangerous,3.15625,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74266,I Never Sang for My Father (1970),Drama,1970.0,I Never Sang for My Father,3.525,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74271,Space Pirate Captain Harlock: Arcadia of My Youth (Waga seishun no Arcadia) (1982),Action|Adventure|Animation|Drama|Sci-Fi,1982.0,Space Pirate Captain Harlock: Arcadia of My Youth (Waga seishun no Arcadia),3.3,15,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
74275,I Love You Phillip Morris (2009),Comedy|Drama|Romance,2009.0,I Love You Phillip Morris,3.28843537414966,1470,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
74284,Nobody (2009),Comedy,2009.0,Nobody,3.25,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74287,"Donner Party, The (2009)",Drama|Western,2009.0,"Donner Party, The",2.5,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
74297,Electric Shadows (Meng ying tong nian) (2004),Drama,2004.0,Electric Shadows (Meng ying tong nian),3.7083333333333335,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74300,Mistress (1992),Comedy,1992.0,Mistress,2.375,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74302,Extreme Justice (1993),Action|Thriller,1993.0,Extreme Justice,2.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74306,"Sun, The (Solntse) (2005)",Drama,2005.0,"Sun, The (Solntse)",3.554054054054054,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74310,Vivacious Lady (1938),Comedy|Romance,1938.0,Vivacious Lady,3.5535714285714284,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74317,Escape from Suburbia: Beyond the American Dream (2007),Documentary,2007.0,Escape from Suburbia: Beyond the American Dream,3.1666666666666665,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74327,"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie) (2008)",Comedy|Drama,2008.0,"First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie)",3.7453703703703702,108,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
74330,Wide Open Spaces (2009),Animation|Comedy,2009.0,Wide Open Spaces,1.5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74332,Me and Him (Ich und Er) (1988),Comedy,1988.0,Me and Him (Ich und Er),2.2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74337,Desirée (1954),Drama|Romance,1954.0,Desirée,3.6785714285714284,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
74339,Thank God It's Friday (1978),Comedy|Musical,1978.0,Thank God It's Friday,2.2708333333333335,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
74342,"Captain Newman, M.D. (1963)",Comedy|Drama|War,1963.0,"Captain Newman, M.D.",2.9615384615384617,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
74355,Serious Moonlight (2009),Comedy|Crime|Drama|Romance,2009.0,Serious Moonlight,2.5240963855421685,83,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
74370,"House of the Devil, The (2009)",Horror|Thriller,2009.0,"House of the Devil, The",3.378625954198473,655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
74382,Black Legion (1937),Crime|Drama,1937.0,Black Legion,3.2045454545454546,22,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
74404,"Hero: Love Story of a Spy, The (2003)",Action|Adventure|Drama|Musical|Romance|Thriller|War,2003.0,"Hero: Love Story of a Spy, The",2.5357142857142856,14,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
74406,Lucky: No Time For Love (2005),Action|Adventure|Drama|Musical|Romance|Thriller|War,2005.0,Lucky: No Time For Love,2.5,9,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
74416,Fish Tank (2009),Drama,2009.0,Fish Tank,3.684294871794872,936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
